Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Antigua and Barbuda,ATG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.6706168505,0.8604407704,1.823373764,1.47017501,1.567094017,2.520359412,5.727991713,9.10806103,15.67193238,19.55900602,7.068212761,6.412192107,5.565568038,4.855381628,6.249202534,10.21949952,5.780430484,6.631858508,6.969109888,5.769237311,2.034295387,1.524630824,4.254677302,1.24107537,2.193739437,3.792832806,3.859701262,4.332193939,4.57363523,4.615779366,4.85726747,4.641623406,4.566841126,4.692005303,4.683621337,4.721298044,4.593864332,4.670561524,4.49690052,4.581278521,4.439238615,4.364812845,4.536211421,4.804484327,4.980995619,4.974311149,5.096289552,5.561524699,5.628318688,5.906292005,6.011268671,5.823804338,,,,
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.582936643,8.641569017,8.835688047,9.226439909,9.759073431,10.62232139,10.32809244,10.9556248,11.21016771,11.60055435,11.80289054,11.80911757,11.95163155,12.77968685,12.55966873,12.65989981,12.41679178,13.23189614,14.06985862,14.12909198,15.02491601,15.43250084,15.42493181,14.64008413,15.2209753,15.3084102,14.98057315,15.7469578,15.79616778,16.51986292,15.46126211,15.13390673,15.32258937,15.70601817,15.58130994,15.60098285,16.5060059,16.51664962,16.94000743,17.19223523,17.20252441,16.73506748,17.3723178,16.90619817,17.03034133,17.17438627,17.29387382,17.46700225,17.70407968,17.63183305,16.71090435,16.51920992,,,,
Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.373318828,4.496361641,4.755361673,5.155193747,5.391003988,5.252196533,5.361724683,5.417736727,5.711110104,6.006325178,6.788807307,6.953651912,7.448516814,7.930866985,7.562697278,7.176844855,7.721250012,7.428063284,7.601371804,8.158846402,6.928479,7.416160614,7.112124941,6.874373273,7.214278667,7.230766353,7.144304852,7.623419815,7.032030698,7.102448997,7.518022233,7.94835195,7.229977927,7.227191928,7.194347413,7.527052401,7.943997858,7.869650771,7.987899893,7.747095213,7.762359194,8.180002892,8.287318901,8.874662113,8.844004368,9.027746201,8.733506631,8.405092793,8.262046031,7.608851293,8.127692863,7.769983423,,,,
Azerbaijan,AZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.813362639,6.586411474,5.617069764,4.356500976,4.059066212,3.803022741,4.00297561,3.579835395,3.666271029,3.547105484,3.623944346,3.718169927,3.863229639,4.091801927,4.616299863,3.5553401,4.051383481,3.565668218,3.388225879,3.647379147,,,,
Burundi,BDI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,null,null,0.01520257315,0.01615471603,0.01582725119,0.01190957943,0.0151150377,0.01473544299,0.01658118086,0.02161541479,0.01803209788,0.02090892529,0.0206746755,0.02046915504,0.0252976597,0.02094293949,0.02350204129,0.02588143095,0.02620712398,0.02737297791,0.0355454831,0.03719178342,0.03617265128,0.04576993826,0.04757583169,0.04838888053,0.0490277486,0.05240026536,0.0485771378,0.0551279454,0.05226307338,0.05857594564,0.05225125616,0.05421401448,0.05440084277,0.0517221427,0.05037235046,0.047405324,0.04504969349,0.0431821637,0.04280920274,0.02956100145,0.0297050888,0.02180020443,0.02584547144,0.01941137703,0.022756803,0.02196432988,0.02161510214,0.02086763687,0.02054207764,0.02134992606,,,,
Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.941594074,10.10387199,10.64118963,11.38692874,11.05365472,11.14165555,11.04201943,11.21725675,12.32568713,12.81544961,13.01017881,12.56342518,13.47269526,14.2554864,13.83696555,12.4583039,13.24167979,12.87543872,13.80705794,14.23923382,13.72329627,12.57955507,11.92668478,10.31207942,10.69696639,10.59744025,10.43154171,10.44717278,10.13514385,10.81351494,10.63967167,11.09099988,11.14648251,10.67503455,11.1051094,11.08115205,11.62383425,11.32885202,11.60191455,11.25370748,11.20784724,11.11303943,10.36491149,11.04114741,10.64264053,10.33509584,10.12287933,9.71371759,9.699598963,9.634775755,10.01260969,8.849398302,,,,
Benin,BEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.06635411783,0.05204578098,0.05420152826,0.04757965427,0.05529504377,0.0571149083,0.04239492918,0.05231959611,0.05523083494,0.07084989665,0.09710503138,0.09870990036,0.1278919488,0.1226234488,0.1278162954,0.1359830142,0.07782302262,0.0865397222,0.1030386544,0.1013400823,0.139064998,0.112249052,0.1277877475,0.1142155244,0.1232910531,0.1736308223,0.1569987201,0.1185730035,0.1197451645,0.1326908921,0.1429766553,0.1599108543,0.1684103643,0.2029770243,0.2186210534,0.2217724434,0.2048332032,0.1913828633,0.1854087372,0.2317549271,0.2300658794,0.2529878071,0.280412783,0.3071108751,0.3165836909,0.2926478931,0.4586075066,0.5162987387,0.5001833728,0.5142778116,0.5417712343,0.5099622257,,,,
Burkina Faso,BFA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.00911189655,0.01872990889,0.01700311976,0.01750421356,0.02157527557,0.01984127521,0.01953365854,0.0192168474,0.01889496581,0.02188987607,0.02542635499,0.02626892261,0.02769841435,0.02844319531,0.03399842783,0.03574917281,0.03331491351,0.0389683474,0.05334169369,0.06100986276,0.06342021797,0.07979547492,0.08042727167,0.08092378776,0.06183692893,0.06168677904,0.06057190484,0.06351869442,0.06626337044,0.09573715082,0.06658924101,0.06928737725,0.0678408229,0.0656434203,0.06574505638,0.06214714631,0.06822944489,0.07563815533,0.07856119006,0.08255044573,0.0897168353,0.08351019028,0.08174756391,0.08521438718,0.08472242062,0.08387535056,0.09834016363,0.1154292463,0.1154272711,0.1097740873,0.1076730996,0.1199805598,,,,
Bangladesh,BGD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,null,null,null,null,null,null,null,null,null,null,null,null,0.05192952976,0.0663343338,0.06673672885,0.06835046447,0.07637676219,0.07765282725,0.07820238914,0.08400439024,0.09387867457,0.09487751984,0.1001431519,0.09339951115,0.1007458298,0.1100314678,0.1199680405,0.1208643321,0.1344111763,0.1301174923,0.1465649403,0.1469034758,0.1599124816,0.1534457668,0.1636509693,0.1926581442,0.1986149452,0.2028252165,0.1906020883,0.1960157247,0.2122870439,0.2426190159,0.2474304194,0.2444663598,0.2822295618,0.2627422691,0.3323457764,0.3198403888,0.3344396623,0.3521552823,0.3703598778,0.3720171658,,,,
Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.833901121,3.269920074,3.835891818,4.259780927,5.262987916,5.645651942,5.905436715,6.638369161,7.112214403,7.869932816,7.213424372,7.532552676,7.715656701,7.983550221,8.210958036,8.377877479,8.347946173,8.628766462,9.236529547,8.968132006,8.744238667,9.03643153,10.10727531,10.10833662,9.749961471,9.992783476,10.21729994,10.214134,9.718843491,9.771261867,8.690224309,6.73939778,6.376764779,8.035332854,6.436235483,6.900326395,6.763241038,6.209849583,5.934325293,5.356718076,5.328034342,5.792010306,5.672606662,6.046861677,6.012888437,6.18991912,6.357101164,6.916687364,6.778939404,5.729715977,5.966883548,6.71438251,,,,
Bahrain,BHR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.542864352,10.54739644,9.193608577,6.714155733,8.747480495,6.557022226,3.384358282,5.121012421,5.492662463,6.162905812,12.16585954,13.76735897,16.03597749,23.02385558,21.43721519,21.57414712,23.16397093,24.63321967,24.00754843,23.72438154,21.9162911,22.78857334,25.49180205,20.75623728,22.61128915,24.30532276,25.4033016,25.4569972,26.14472041,24.39707478,25.5388068,24.20424052,21.91439852,29.31179484,29.080863,28.4198517,26.94021781,28.96998331,29.77842227,28.11597057,27.95664425,20.04231731,21.64210708,21.6236937,21.67099428,22.15390524,20.01475859,21.44329552,21.51999548,18.13623374,18.43502476,17.94732981,,,,
"Bahamas, The",BHS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.74983109,4.746698752,5.996432199,5.55819871,8.118596528,9.399945733,7.466084556,11.17350449,10.2869904,10.62704414,15.20013463,38.72277085,36.495974,43.38030955,39.91963673,43.70144852,33.51349628,49.29813614,32.79192699,33.63762995,37.93028102,13.0062023,10.2714289,8.956413615,8.066838829,6.437609722,5.903831357,5.845721493,6.220877629,7.731341446,7.610436221,6.825147348,6.737845363,6.274733096,6.113815363,6.008020675,5.879253115,4.753575312,5.790252849,5.708374777,5.600991638,5.177430741,5.100139082,4.807931416,5.343508847,4.856024274,4.531865599,4.521353712,2.99808943,4.630520322,6.829321287,5.199844019,,,,
Bosnia and Herzegovina,BIH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.9616864624,0.7119413441,0.8092234065,0.8838358581,1.117234098,2.220951782,2.805680397,2.742215454,3.635213155,3.516694138,3.755251294,3.795422854,4.080225109,4.227205673,4.575983248,4.580386562,5.231546645,5.37188996,5.513993843,6.19665215,,,,
Belarus,BLR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8.563751566,7.271325422,6.445128092,6.093680596,5.920977854,5.883075714,5.72028692,5.562438864,5.34418061,5.297721696,5.310737861,5.483469429,5.964810791,6.112425644,6.437868284,6.305628975,6.592748741,6.341938992,6.556549631,6.682510398,,,,
Belize,BLZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.4779510796,0.38721872,0.7154093378,0.6223568876,0.8182885418,0.7947625823,0.7377999707,1.073753982,0.8846727152,1.13767399,0.9904402557,1.146010962,1.240137478,1.13446873,1.172939546,1.320836554,1.302423323,1.44548182,1.556810005,1.479173154,1.322807334,1.242494884,1.13763218,1.106077525,1.074883686,1.156249242,1.2110161,1.304188704,1.392855746,1.638927345,1.66191243,1.880247165,1.830471231,1.911297219,1.854609824,1.824977532,1.441579228,1.754007076,1.608270478,2.516015128,2.7875558,2.789916428,1.398540057,1.430654846,1.434471268,1.462766389,1.488235638,1.536093806,1.473195826,1.495185156,1.721708659,1.670904302,,,,
Bermuda,BMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.551373874,3.868483516,3.383712446,3.151928721,4.124437628,3.586487026,3.954607843,4.090115385,4.220509434,3.667,4.133709091,4.231153846,4.668321033,7.906542751,8.30911985,8.648584906,8.822857143,8.515131086,7.936044776,8.588141264,7.981946223,7.0608901,7.142347022,8.064384051,7.863938465,7.92718549,7.412986651,9.952099431,11.12411949,13.33658503,10.07519469,8.636129513,6.946616606,8.154422,7.974426837,7.794814716,7.928121206,7.879894871,7.581543409,8.077751489,8.006161758,7.920213106,8.335150687,8.0491591,10.52809853,6.916279577,8.070207523,7.968299223,5.955019687,7.095328783,7.320035624,6.07721021,,,,
Bolivia,BOL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.272037723,0.2766212948,0.286626494,0.3101594344,0.3712156919,0.3711511108,0.4070848479,0.4465696795,0.5037383796,0.5774366139,0.5517866631,0.6655539847,0.7602361811,0.7206364059,0.7173661558,0.810373151,0.8945766395,0.8561999527,0.9396553851,0.8662749037,0.8351428338,0.8391292594,0.7453167731,0.7198686837,0.6640431623,0.664145932,0.5959409539,0.6233870958,0.6535513736,0.7428855908,0.8060050646,0.8291039812,0.9358134717,1.108596111,1.204561642,1.250325769,1.29765447,1.400948435,1.427278992,1.373997368,1.225922572,1.156244814,1.10560774,1.60366373,1.458991452,1.322472482,1.586749065,1.318203858,1.412189336,1.459841011,1.547659087,1.599499039,,,,
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.6470677923,0.6586247576,0.6972807432,0.7007493141,0.694000898,0.6703722704,0.7434478486,0.7449665309,0.848797467,0.9009420195,0.9768610831,1.043022036,1.134051462,1.282056059,1.355330722,1.394106345,1.396830539,1.432295134,1.518254074,1.578013854,1.531021008,1.373270556,1.3445549,1.271861926,1.260216376,1.32456548,1.424006917,1.456991513,1.442390789,1.448050239,1.388939574,1.434312838,1.420434655,1.462108834,1.511002399,1.587339242,1.722791601,1.790103371,1.831430313,1.849075569,1.865808376,1.891238736,1.835266279,1.751490659,1.815133482,1.842690495,1.823133072,1.884034471,1.990428942,1.866522375,2.113414545,2.191393564,,,,
Barbados,BRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.7463127993,0.8388986248,1.119410622,0.8163296759,0.7660852622,0.87245351,1.134077266,1.425762826,1.85515116,2.019145815,1.796292187,2.016530716,2.080752648,1.9770228,2.009405453,2.310198225,2.148829634,2.373081175,2.522542844,2.394289263,2.67540058,2.709534535,2.542555036,2.694257706,2.931358373,3.309812487,3.570760853,3.658331037,3.65956739,3.816052171,4.126491124,4.617415732,3.734358313,4.237195495,2.833429919,3.127776813,3.199007295,3.379293035,4.256171883,4.499888443,4.403041825,4.511171616,4.525009301,4.660168001,4.739998755,4.938170817,4.986394706,5.178740847,5.871114076,5.833678079,5.430338453,5.580177618,,,,
Brunei Darussalam,BRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.078179041,3.552009056,4.133421872,3.798174052,3.482288912,3.254786637,4.573085156,3.905218317,3.630508733,3.937122099,63.28895621,55.39030033,66.7028117,67.41254972,53.0117167,44.03620047,36.01609847,36.79108994,52.90359676,39.83351536,35.65247051,7.384234895,10.21089822,12.82988437,8.842337005,11.63975629,10.02192069,14.06320451,23.55037281,25.41694496,24.17654774,20.98678342,20.23672649,18.85171799,17.40218424,17.27782109,17.095345,17.30822674,17.57856618,13.06844095,18.47067348,17.06902045,14.13904591,13.95225957,13.62882766,12.76750606,11.60411517,24.17840939,26.33827137,22.14902862,21.8732221,24.39201338,,,,
Bhutan,BTN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,null,null,null,null,null,null,null,null,null,null,0.01258161581,0.01215635183,0.01172644478,0.01130168123,0.01089174491,0.01050276962,0.01013369738,0.01956771727,0.02837276359,0.05495306935,0.0533302954,0.06055623315,0.0759763804,0.06595486849,0.1125500126,0.1329161425,0.1136112494,0.2049617528,0.2127573163,0.1177798687,0.2396709648,0.3497750048,0.4096935152,0.3604472995,0.4159043533,0.4899930634,0.5940176862,0.7602669907,0.7217069724,0.702122771,0.7084583658,0.669271192,0.6985683992,0.6126795291,0.4856685613,0.6081979474,0.5883299346,0.5757677143,0.6067785148,0.5491459814,0.677145031,0.7662056194,,,,
Botswana,BWA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,null,null,null,null,null,null,null,null,null,null,null,null,0.02974231974,0.06709297326,0.1110492825,0.2275065722,0.6957276368,0.8797895455,0.9015536578,0.9820281223,0.9900555137,0.9761410859,1.028167355,0.9307417648,0.9129731741,0.9795678909,1.083589813,1.218726601,1.243866419,1.32468337,1.578617118,1.513178668,2.242202248,2.33165862,2.270529226,2.235619565,1.947449695,1.951757333,2.28352892,2.075658757,2.462152312,2.459187385,2.510108738,2.355629411,2.385073131,2.476794833,2.450894169,2.435256168,2.530551369,2.192294586,2.555293381,2.323345006,,,,
Central African Republic,CAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.05853537843,0.0575505696,0.0471138132,0.04624897132,0.04536920474,0.05337603028,0.05011723991,0.05334414084,0.1044574593,0.1043534302,0.1142986039,0.09832380305,0.08874721024,0.08328141622,0.05752977781,0.05089574145,0.06225649414,0.06087268316,0.06794376991,0.04637813656,0.04676277816,0.05797606162,0.05929983626,0.0590103417,0.05876529062,0.06140919775,0.05995142889,0.09463525062,0.08222207195,0.08685320994,0.06740276503,0.06820173035,0.07003662183,0.07054485109,0.0721296199,0.07035349417,0.06867919382,0.07023879974,0.06971038527,0.07226980464,0.07184314319,0.06474569509,0.06365356196,0.05981912138,0.05333288531,0.05244244513,0.0550879162,0.05585011699,0.05482845665,0.05380910936,0.05939833605,0.06312781359,,,,
Canada,CAN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.77084729,10.62789765,11.13062748,11.1321024,12.3053704,12.81400147,12.93491815,13.8103546,14.6326452,14.61864861,16.01414875,16.29009027,17.329425,17.05995183,17.12344306,17.11161334,16.97924845,17.15211666,17.30306507,18.2093278,18.02276896,17.26921369,16.45944925,16.0546492,16.55885484,16.27010385,15.45768406,16.24667458,16.95682428,16.92078279,15.65907038,15.14925974,15.44932016,15.45655467,15.6965288,15.92722736,16.15885457,16.4937471,16.74353274,16.90086481,17.37045161,16.98502952,16.55937785,17.46386176,17.26361022,17.42608062,16.89360819,17.05189953,16.36616459,15.08909766,14.58905354,14.13581338,,,,
Central Europe and the Baltics,CEB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.114244335,5.340754597,5.669339052,6.076289142,6.466861574,6.617132269,6.77802843,6.986404661,7.395878346,7.890808546,8.167374441,8.372434863,8.679510069,8.97477001,9.190744947,9.719036179,10.2048707,10.53814103,11.00557808,11.05644172,11.28523845,10.5351777,10.74596786,10.79056306,10.72474987,10.86820788,11.01490139,11.2738725,10.84859873,10.52793449,8.847908366,8.240976204,7.850811435,7.792638008,7.328595803,7.552544537,7.715610449,7.512152618,7.097997444,6.6996958,6.603342005,6.812883304,6.708047635,6.945633007,6.905416225,6.970132745,7.233169307,7.269871547,7.152043954,6.521375215,6.839720052,6.911131207,,,,
Switzerland,CHE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.664365979,3.751824984,4.333572069,5.111295488,4.865282038,5.185731956,5.327620031,5.434600874,5.937701579,6.208288851,6.519570443,6.750434987,6.863739819,7.334759289,6.541311271,6.168137541,6.423427895,6.540985491,6.720778708,6.340850586,6.414949786,6.11563526,5.73116759,6.242518469,6.08124526,6.155338532,6.502824669,6.150039281,6.174526108,5.937782989,6.345085168,6.280297083,6.224236273,5.873423831,5.90858368,5.571316975,5.640102519,5.849483122,5.865651918,5.697100262,5.435484985,5.942384452,5.589533097,5.478264412,5.466042594,5.563281057,5.595605199,5.034944631,5.281605848,5.372291182,4.952499256,4.625229924,,,,
Channel Islands,CHI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,,
Chile,CHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.75304482,1.838272896,2.076588315,2.106925052,2.080412635,2.062989124,2.134900941,2.140990127,2.310136976,2.405428706,2.579437616,2.781424141,2.842911421,2.741331765,2.530944779,2.208521015,2.277272419,2.150449344,2.103804022,2.245873109,2.248964336,2.153787614,1.781971945,1.77477941,1.862197809,1.775872572,1.808137349,1.812758965,2.117466603,2.505083076,2.535133011,2.345618342,2.393682526,2.513121072,2.724034867,2.94104334,3.368968784,3.864226566,3.897700791,4.106270865,3.876961939,3.486635212,3.55976955,3.534984654,3.77389618,3.84046304,3.98128427,4.35156491,4.316439805,3.969434147,4.24672531,4.61644538,,,,
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.170381372,0.8360469008,0.6614281644,0.6400018994,0.6256460539,0.6655242112,0.7108913816,0.574162147,0.6054519967,0.7251495091,0.942934535,1.042239697,1.080676637,1.098195691,1.097367111,1.250124095,1.285283136,1.388842897,1.52920111,1.542675099,1.495250749,1.460431817,1.566739684,1.629055908,1.75044806,1.871054791,1.939434257,2.038410689,2.150905225,2.153077911,2.167703077,2.245901276,2.31420729,2.442800659,2.565993892,2.755754966,2.844309582,2.820567891,2.67674598,2.648649247,2.696862433,2.742120813,2.885225041,3.512245428,4.080138906,4.441150695,4.892727098,5.153564017,5.311151855,5.778143184,6.172488876,6.710301991,,,,
Cote d'Ivoire,CIV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.1329722879,0.1537216743,0.1568559095,0.1602603076,0.1883449906,0.2780835497,0.2941897986,0.3242702731,0.3678932438,0.4163917028,0.4659027218,0.4931571104,0.524437451,0.5328698202,0.5644725945,0.6039142376,0.5731425551,0.5603771273,0.6365547367,0.6854430836,0.7528718298,0.5175968676,0.6786214787,0.5158574994,0.5532910128,0.7212681825,0.565616732,0.7022279825,0.8079798383,0.7256132086,0.4765387445,0.4472814666,0.3544201702,0.4365186446,0.3763241485,0.4951504199,0.5641655074,0.5343576491,0.4394762953,0.3883363085,0.4111457428,0.4581201747,0.4239831541,0.3121602393,0.4305026323,0.4315616062,0.3784749344,0.3649080816,0.356768972,0.2974968795,0.292351513,0.3128777026,,,,
